"","control_condition","intervention_condition","pa_effect_size","na_effect_size","optimism_effect_size","ls_effect_size","ladder_effect_size","envy_effect_size","indebted_effect_size","grat_effect_size","guilty_effect_size","ss_effect_size"
"1","All","All",0.355740512426708,-0.225736079248367,0.243240673134334,0.10900216757697,0.090662336766265,-0.15699564276772,0.143964016559179,0.503388876523756,-0.0618854307017004,0.128011480316337
